Lon,Lat,Cum,Climatology,RR
-1,-35,823.224304199219,871.758666992188,94.4325918822894
-1,-35.5,874.104064941406,928.49951171875,94.1415750799209
-1,-36,924.983764648437,985.240417480469,93.8840660855018
-1,-36.5,961.047973632813,1028.10412597656,93.4776886261345
-1,-37,982.296936035156,1057.09057617188,92.9245760181143
-1,-37.5,1003.54583740234,1086.0771484375,92.4009715926819
-1,-38,1024.79467773438,1115.0634765625,91.9046044709128
-1,-38.5,1046.04357910156,1144.05004882813,91.4333756790664
-1,-39,1050.98083496094,1153.10070800781,91.1438894853074
-1,-39.5,1039.60668945313,1142.21545410156,91.0166891649048
-1,-4,438.386444091797,485.675231933594,90.2632902127769
-1,-4.5,370.375823974609,411.282012939453,90.0539805588664
-1,-40,1028.232421875,1131.33032226563,90.8870204959981
-1,-5,302.365203857422,336.888854980469,89.7522133449477
-1,-5.5,234.354583740234,262.495666503906,89.2794105371438
-1,-6,166.343963623047,188.102447509766,88.432641799842
-1,-6.5,125.945411682129,145.68782043457,86.4488268864535
-1,-7,113.158905029297,135.251754760742,83.6653877278508
-1,-7.5,100.37239074707,124.815711975098,80.4164709384472
-1,-8,87.5858917236328,114.37964630127,76.5747181040729
-1,-8.5,74.7993850708008,103.943588256836,71.9615190558726
-1,-9,65.1501159667969,95.0514678955078,
-1,-9.5,58.6380767822266,87.7032699584961,
-1,0,1248.89318847656,1318.3583984375,94.7309312821713
-1,0.5,1390.33532714844,1447.13488769531,96.075033431242
-1,1,1531.77734375,1575.91137695313,97.1994597000465
-1,1.5,1605.01354980469,1637.18908691406,98.0347085522038
-1,10,1191.11047363281,1014.85534667969,117.367512279438
-1,10.5,1151.36901855469,964.059387207031,119.429262743897
-1,11,1111.62756347656,913.263427734375,121.720363448068
-1,11.5,1063.60424804688,855.191589355469,124.37028863304
-1,12,1007.29913330078,789.843933105469,127.531413622478
-1,12.5,950.994140625,724.496154785156,131.262827876155
-1,13,894.689025878906,659.1484375,135.734073689419
-1,13.5,838.383911132813,593.800659179688,141.189454435939
-1,14,772.141296386719,528.582824707031,146.077636331578
-1,14.5,695.961242675781,463.494842529297,150.155121225926
-1,15,619.781127929688,398.406860351563,155.564873401723
-1,15.5,543.60107421875,333.318878173828,163.087394628533
-1,16,467.420959472656,268.230895996094,174.260671104593
-1,16.5,422.717437744141,226.748733520508,186.425490092499
-1,17,409.490539550781,208.872421264648,196.048160437583
-1,17.5,396.263641357422,190.996124267578,207.4720850368
-1,18,383.036712646484,173.119827270508,221.255253477103
-1,18.5,369.809783935547,155.243515014648,238.212709819571
-1,19,366.185943603516,146.031402587891,250.758355472976
-1,19.5,372.165161132813,145.483489990234,255.81264317882
-1,2,1610.04382324219,1630.96813964844,98.7170616091397
-1,2.5,1615.07397460938,1624.74719238281,99.4046324364315
-1,20,378.144378662109,144.935577392578,260.905145213485
-1,20.5,384.123565673828,144.387680053711,266.036247366076
-1,21,390.102752685547,143.839767456055,271.206467853008
-1,21.5,375.224365234375,139.352478027344,269.262786386008
-1,22,339.488403320313,130.925827026367,259.298269127559
-1,22.5,303.75244140625,122.49919128418,247.962813649594
-1,23,268.016448974609,114.072540283203,234.952643562786
-1,23.5,232.280456542969,105.645889282227,219.867008665567
-1,24,201.675872802734,97.4448165893555,
-1,24.5,176.202697753906,89.4693298339844,
-1,25,150.729507446289,81.4938354492188,
-1,25.5,125.256332397461,73.5183563232422,
-1,26,99.7831497192383,65.5428695678711,
-1,26.5,79.6378860473633,60.0347442626953,
-1,27,64.8205718994141,56.994010925293,
-1,27.5,50.0032539367676,53.9532661437988,
-1,28,35.1859359741211,50.9125289916992,
-1,28.5,20.3686180114746,47.8717880249023,
-1,29,17.5897998809814,54.5439949035645,
-1,29.5,26.8494853973389,70.9291610717774,
-1,3,1620.10424804688,1618.52624511719,100.097496283081
-1,3.5,1625.13439941406,1612.30529785156,100.795699274796
-1,30,36.1091651916504,87.314323425293,
-1,30.5,45.3688507080078,103.699485778809,43.7503140611321
-1,31,54.6285362243652,120.084648132324,45.4916902984707
-1,31.5,75.4082336425781,146.734405517578,51.3909695388684
-1,32,107.707962036133,183.648742675781,58.6488970557689
-1,32.5,140.007675170898,220.563064575195,63.4773893083837
-1,33,172.307403564453,257.477416992188,66.9213656006505
-1,33.5,204.607131958008,294.391723632813,69.5016590253092
-1,34,235.182067871094,321.743041992188,73.0962405324695
-1,34.5,264.032257080078,339.531341552734,77.7637362938614
-1,35,292.882446289063,357.319610595703,81.9665189382652
-1,35.5,321.732635498047,375.10791015625,85.7706880572127
-1,36,350.582824707031,392.896179199219,89.2303980714629
-1,36.5,375.513885498047,404.321380615234,92.8750997354252
-1,37,396.525848388672,409.383514404297,96.8592614105787
-1,37.5,417.537780761719,414.445617675781,100.746096219639
-1,38,438.549713134766,419.507720947266,104.539127943701
-1,38.5,459.561645507813,424.56982421875,108.241711796982
-1,39,467.6689453125,435.504364013672,107.385593338812
-1,39.5,462.871551513672,452.311340332031,102.334721736998
-1,4,1605.2744140625,1576.58483886719,101.819729232962
-1,4.5,1560.5244140625,1511.36511230469,103.252642353432
-1,40,458.074127197266,469.118286132813,97.6457624309234
-1,5,1515.77429199219,1446.14526367188,104.814801809295
-1,5.5,1471.02429199219,1380.92541503906,106.524528839277
-1,6,1426.27404785156,1315.70556640625,108.403740492436
-1,6.5,1392.55554199219,1268.97058105469,109.73899338429
-1,7,1369.86865234375,1240.72058105469,110.409118157714
-1,7.5,1347.18176269531,1212.47045898438,111.110481308038
-1,8,1324.49475097656,1184.22045898438,111.845285303759
-1,8.5,1301.80786132813,1155.97033691406,112.6160265326
-1,9,1270.59375,1116.447265625,113.806875534664
-1,9.5,1230.85205078125,1065.6513671875,115.502319865619
-1.5,-0.5,1053.45764160156,1142.46826171875,92.2089196610785
-1.5,-1,918.076904296875,1018.39868164063,90.1490664557683
-1.5,-1.5,809.686157226563,910.083984375,88.9682898642167
-1.5,-10,52.8310661315918,80.3233337402344,
-1.5,-10.5,46.1939659118652,72.8411026000977,
-1.5,-11,39.5568695068359,65.3588714599609,
-1.5,-11.5,36.5236930847168,61.097900390625,
-1.5,-12,37.0944404602051,60.0582046508789,
-1.5,-12.5,37.6651916503906,59.0185050964356,
-1.5,-13,38.2359352111816,57.9788093566895,
-1.5,-13.5,38.8066864013672,56.9391136169434,
-1.5,-14,40.19482421875,57.7551345825195,
-1.5,-14.5,42.4003486633301,60.4268798828125,
-1.5,-15,44.6058692932129,63.0986251831055,
-1.5,-15.5,46.8113975524902,65.7703704833984,
-1.5,-16,49.0169181823731,68.4421157836914,
-1.5,-16.5,51.6985473632813,71.3036193847656,
-1.5,-17,54.8562660217285,74.354866027832,
-1.5,-17.5,58.0139846801758,77.4061279296875,
-1.5,-18,61.1717071533203,80.4573822021484,
-1.5,-18.5,64.3294219970703,83.5086364746094,
-1.5,-19,65.8855361938477,84.93798828125,
-1.5,-19.5,65.8400344848633,84.7454299926758,
-1.5,-2,728.285339355469,817.523986816406,89.0842777826679
-1.5,-2.5,646.884582519531,724.964050292969,89.229884193308
-1.5,-20,65.7945404052734,84.5528793334961,
-1.5,-20.5,65.7490386962891,84.3603286743164,
-1.5,-21,65.7035293579102,84.1677703857422,
-1.5,-21.5,66.0602951049805,83.9474182128906,
-1.5,-22,66.8193283081055,83.6992492675781,
-1.5,-22.5,67.5783538818359,83.4510803222656,
-1.5,-23,68.3373794555664,83.2029190063477,
-1.5,-23.5,69.0964050292969,82.9547500610352,
-1.5,-24,78.6367721557617,90.676513671875,
-1.5,-24.5,96.958480834961,106.368179321289,91.1536527687423
-1.5,-25,115.280181884766,122.059844970703,94.4456237122333
-1.5,-25.5,133.601898193359,137.751510620117,96.9876102206956
-1.5,-26,151.923599243164,153.44319152832,99.0096710906357
-1.5,-26.5,170.5693359375,170.228698730469,100.200105628235
-1.5,-27,189.539123535156,188.108001708984,100.760797952862
-1.5,-27.5,208.508895874023,205.9873046875,101.224148833031
-1.5,-28,227.47868347168,223.866622924805,101.613487754308
-1.5,-28.5,246.448471069336,241.74592590332,101.945242778526
-1.5,-29,278.016906738281,273.945068359375,101.486370389251
-1.5,-29.5,322.184020996094,320.463989257813,100.536731675301
-1.5,-3,565.483764648438,632.404052734375,89.4181120761973
-1.5,-3.5,484.082916259766,539.844055175781,89.6708802511757
-1.5,-30,366.351135253906,366.98291015625,99.8278462334732
-1.5,-30.5,410.518249511719,413.501831054688,99.2784598957256
-1.5,-31,454.685333251953,460.020751953125,98.8401786922614
-1.5,-31.5,501.439239501953,510.855621337891,98.1567430321552
-1.5,-32,550.779968261719,566.00634765625,97.3098571318888
-1.5,-32.5,600.120666503906,621.157043457031,96.6133561271321
-1.5,-33,649.461303710938,676.307800292969,96.0304322129064
-1.5,-33.5,698.802001953125,731.458557128906,95.5354196273315
-1.5,-34,748.195190429688,786.608337402344,95.11661075199
-1.5,-34.5,797.640747070313,841.757019042969,94.7590253511858
-1.5,-35,847.086242675781,896.905700683594,94.4454073633559
-1.5,-35.5,896.531799316406,952.054382324219,94.1681290440293
-1.5,-36,945.977416992188,1007.20306396484,93.9212211357219
-1.5,-36.5,979.590942382812,1047.25744628906,93.5386944111952
-1.5,-37,997.372680664063,1072.2177734375,93.0195996906966
-1.5,-37.5,1015.15435791016,1097.17797851563,92.524128062027
-1.5,-38,1032.93591308594,1122.13806152344,92.050697548179
-1.5,-38.5,1050.71752929688,1147.09826660156,91.5978656658397
-1.5,-39,1053.89929199219,1154.22399902344,91.3080383776345
-1.5,-39.5,1042.48132324219,1143.51538085938,91.1646087749814
-1.5,-4,411.991302490234,458.924224853516,89.7732741438389
-1.5,-4.5,349.208862304688,389.64453125,89.6224210267772
-1.5,-40,1031.06335449219,1132.806640625,91.0184772507444
-1.5,-5,286.426422119141,320.364868164063,89.4063146688289
-1.5,-5.5,223.643981933594,251.085189819336,89.0709571896745
-1.5,-6,160.861526489258,181.805511474609,88.4800054654688
-1.5,-6.5,123.465660095215,142.351989746094,86.7326549600286
-1.5,-7,111.456359863281,132.724639892578,83.9756355364682
-1.5,-7.5,99.4470520019531,123.097282409668,80.7873659395609
-1.5,-8,87.4377593994141,113.469947814941,77.0580766830145
-1.5,-8.5,75.4284515380859,103.842590332031,72.6372977570257
-1.5,-9,66.1052551269531,95.2877960205078,
-1.5,-9.5,59.4681587219238,87.8055725097656,
-1.5,0,1188.83825683594,1266.53784179688,93.8651983070081
-1.5,0.5,1324.21887207031,1390.607421875,95.2259315777868
-1.5,1,1459.599609375,1514.67712402344,96.3637455286751
-1.5,1.5,1535.50805664063,1578.28955078125,97.2893760768138
-1.5,10,1204.23315429688,1006.42309570313,119.654761445588
-1.5,10.5,1158.84130859375,958.269165039063,120.93066863385
-1.5,11,1113.44958496094,910.115295410156,122.341596781883
-1.5,11.5,1063.365234375,854.540405273438,124.437092478353
-1.5,12,1008.58843994141,791.544494628906,127.420308875277
-1.5,12.5,953.811584472656,728.548522949219,130.919431503554
-1.5,13,899.03466796875,665.552612304688,135.08093144666
-1.5,13.5,844.2578125,602.556762695313,140.112577730192
-1.5,14,777.271057128906,537.770568847656,144.535811767173
-1.5,14.5,698.074584960938,471.194274902344,148.150056599396
-1.5,15,618.878051757813,404.617980957031,152.95367009988
-1.5,15.5,539.681518554688,338.041687011719,159.64939807438
-1.5,16,460.484985351563,271.465423583984,169.629332263415
-1.5,16.5,412.963439941406,228.533920288086,180.70115780661
-1.5,17,397.117065429688,209.247283935547,189.783617718072
-1.5,17.5,381.270660400391,189.960632324219,200.710355474944
-1.5,18,365.424255371094,170.673980712891,214.106598934851
-1.5,18.5,349.577819824219,151.387329101563,230.916168413074
-1.5,19,341.568481445313,140.701095581055,242.761778104665
-1.5,19.5,341.396148681641,138.615264892578,246.290442070872
-1.5,2,1551.94470214844,1581.4453125,98.1345791651229
-1.5,2.5,1568.38122558594,1584.60083007813,98.9764233247696
-1.5,20,341.223815917969,136.529449462891,249.926896548949
-1.5,20.5,341.051483154297,134.443618774414,253.676214805371
-1.5,21,340.879150390625,132.357788085938,257.543704318554
-1.5,21.5,327.126953125,128.135604858398,255.297466685005
-1.5,22,299.794921875,121.777069091797,246.183394058377
-1.5,22.5,272.462890625,115.418525695801,236.065128178043
-1.5,23,245.130874633789,109.059982299805,224.767022206117
-1.5,23.5,217.798812866211,102.701438903809,212.069874766023
-1.5,24,193.967315673828,96.174186706543,
-1.5,24.5,173.636352539063,89.4782333374024,
-1.5,25,153.305389404297,82.7822647094727,
-1.5,25.5,132.974426269531,76.086311340332,
-1.5,26,112.643486022949,69.3903503417969,
-1.5,26.5,95.1183090209961,64.5603790283203,
-1.5,27,80.3989486694336,61.5964088439942,
-1.5,27.5,65.6795806884766,58.632438659668,
-1.5,28,50.9602165222168,55.6684684753418,
-1.5,28.5,36.2408447265625,52.7044944763184,
-1.5,29,35.1207122802734,59.2325325012207,
-1.5,29.5,47.5998153686524,75.2525787353516,
-1.5,3,1584.81762695313,1587.75646972656,99.8149059487729
-1.5,3.5,1601.25415039063,1590.912109375,100.650069916162
-1.5,30,60.0789222717285,91.2726287841797,
-1.5,30.5,72.5580215454102,107.292671203613,67.6262607049032
-1.5,31,85.0371322631836,123.312713623047,68.9605554567006
-1.5,31.5,105.099807739258,151.205718994141,69.5078257875488
-1.5,32,132.74609375,190.971694946289,69.5108737382966
-1.5,32.5,160.392349243164,230.737655639648,69.5128624751457
-1.5,33,188.038604736328,270.503601074219,69.5142704162136
-1.5,33.5,215.684875488281,310.269592285156,69.5153121192921
-1.5,34,242.789505004883,337.323852539063,71.9751962920462
-1.5,34.5,269.352508544922,351.666442871094,76.5931791347107
-1.5,35,295.91552734375,366.009063720703,80.8492348073542
-1.5,35.5,322.478546142578,380.351684570313,84.7843086344907
-1.5,36,349.041534423828,394.694274902344,88.4333917714385
-1.5,36.5,373.582275390625,404.772155761719,92.294459999997
-1.5,37,396.100769042969,410.585357666016,96.4722101378907
-1.5,37.5,418.619262695313,416.398559570313,100.5333119133
-1.5,38,441.137756347656,422.211761474609,104.482583527978
-1.5,38.5,463.65625,428.024963378906,108.324581430909
-1.5,39,472.454620361328,438.700073242187,107.694219622459
-1.5,39.5,467.532958984375,454.237152099609,102.92706284004
-1.5,4,1594.78845214844,1563.23901367188,102.01820951247
-1.5,4.5,1565.4208984375,1504.73718261719,104.032844839706
-1.5,40,462.611267089844,469.774169921875,98.4752454922708
-1.5,5,1536.05322265625,1446.2353515625,106.210460212905
-1.5,5.5,1506.68542480469,1387.73364257813,108.571658031261
-1.5,6,1477.31762695313,1329.23168945313,111.140716752015
-1.5,6.5,1448.14172363281,1282.66345214844,112.901144973547
-1.5,7,1419.15747070313,1248.02893066406,113.711904895346
-1.5,7.5,1390.17333984375,1213.39428710938,114.56897025249
-1.5,8,1361.18908691406,1178.75964355469,115.476390319
-1.5,8.5,1332.20483398438,1144.125,116.438748736753
-1.5,9,1295.01684570313,1102.73071289063,117.437270093662
-1.5,9.5,1249.62512207031,1054.57690429688,118.495400096353
-10,-0.5,682.621826171875,781.464233398438,87.3516402923886
-10,-1,585.104919433594,672.069091796875,87.0602333264918
-10,-1.5,518.11083984375,593.468994140625,87.3020907510092
-10,-10,41.0451927185059,63.8314514160156,
-10,-10.5,37.392505645752,60.5751266479492,
-10,-11,33.7398262023926,57.3188018798828,
-10,-11.5,32.1870956420898,56.3615837097168,
-10,-12,32.7343254089356,57.7034568786621,
-10,-12.5,33.2815551757813,59.0453338623047,
